user_id,candidates
1226,"[908531, 909894, 1133018, 874972, 1127831, 859075, 995242, 5978656, 866211, 962568, 854852, 1106523, 1023958, 1006184, 1056509, 1044078, 961554, 833025, 862349, 1029743, 1070015, 983584, 878996, 847982, 1070820, 1024306, 995965, 965267, 981760, 993638, 913210, 863447, 5978648, 933835, 940947, 844179, 904360, 930118, 1105488, 860299]"
1300,"[1133018, 1106523, 904360, 981760, 833025, 908531, 1081177, 1029743, 1070820, 854852, 859075, 1053690, 1127831, 961554, 862349, 878996, 1004906, 962568, 923746, 995242, 909894, 1026118, 1044078, 903325, 1136257, 916122, 6034857, 899624, 1024306, 976199, 893501, 866211, 5568378, 5978656, 916381, 844179, 860975, 1056509, 983584, 901062]"
2307,"[986912, 971922, 981760, 933835, 883003, 1006184, 1138443, 885863, 961554, 995965, 847982, 1044078, 1026118, 866755, 999104, 995242, 862349, 845307, 1087102, 1101010, 1049735, 819978, 1081189, 931671, 1029743, 1043751, 904360, 1018740, 1040807, 1081177, 1070820, 914577, 12301405, 844179, 1110843, 1065593, 12810393, 5569327, 5978656, 9527290]"
97,"[844179, 916122, 981760, 1044078, 965766, 999858, 1096036, 908531, 1065593, 995242, 904360, 12810393, 1004906, 987562, 962229, 1075368, 961554, 1029743, 930917, 923746, 833025, 1038217, 1006184, 979707, 859075, 844165, 893018, 847982, 865178, 999270, 995965, 976199, 1092026, 951590, 822407, 5568378, 1094955, 1068719, 1050851, 913785]"
1566,"[833025, 874972, 904360, 1081177, 940947, 824005, 995242, 1029743, 979707, 5568729, 923746, 962229, 981760, 1000753, 965766, 1127831, 9677202, 951412, 854852, 903325, 976199, 859075, 1058997, 962568, 908318, 834117, 951590, 1026118, 987724, 9527290, 878996, 909894, 1070702, 961554, 967395, 1004906, 1068719, 957951, 1002558, 993638]"
1277,"[981760, 1106523, 1133018, 5978656, 916122, 908531, 1044078, 1085604, 12810393, 904360, 962229, 1065593, 961554, 1081177, 8090521, 1004906, 6533765, 879755, 1092026, 995242, 844179, 1127831, 5568378, 986912, 1096036, 923746, 1029743, 870547, 859075, 5569327, 1038217, 1068719, 5569230, 909894, 930917, 5978648, 8090537, 866211, 1075368, 5592931]"
735,"[1106523, 1133018, 981760, 951590, 1029743, 904360, 1053690, 923746, 1081177, 995242, 1127831, 1004906, 1044078, 844165, 5569230, 845208, 962229, 1092026, 8090521, 854852, 899624, 916381, 1037863, 5592931, 1026118, 5585510, 8090537, 910032, 878996, 5978656, 908531, 6533765, 1085604, 1065593, 1068719, 965766, 1096036, 844179, 866211, 1043590]"
2397,"[1133018, 1106523, 854852, 981760, 904360, 1081177, 951590, 995242, 1127831, 986912, 1029743, 979707, 883932, 1068719, 844179, 1024306, 878996, 962568, 1022254, 1053690, 1004906, 5978656, 965766, 1077555, 940947, 901062, 1132771, 845208, 1043301, 962229, 1026118, 9526410, 1037863, 832678, 1044078, 844165, 1070820, 945662, 890695, 1135834]"
1740,"[1029743, 995242, 1006184, 1133018, 986912, 1106523, 854852, 1081177, 995965, 6034857, 1051211, 1105488, 878996, 1112238, 880427, 916381, 1077555, 1005186, 1002771, 965267, 12946027, 865178, 1058779, 1074333, 9526410, 1056509, 1029112, 1027569, 1075368, 1091365, 863449, 885406, 847982, 1127831, 1044805, 945662, 1101567, 8069350, 854754, 9836460]"
290,"[1062966, 1127624, 856772, 1096036, 985893, 5592931, 5569845, 8090537, 925626, 909894, 1134522, 1044078, 947798, 1065593, 1039156, 981760, 9527290, 928049, 8090521, 995242, 1043590, 1033615, 871756, 6533765, 1108131, 5569230, 1012587, 952317, 1114597, 8205218, 1076056, 988693, 962229, 1029624, 9526410, 873964, 951590, 1048462, 896369, 866211]"
883,"[904360, 854852, 981760, 903325, 979707, 916122, 878996, 961554, 1127831, 962568, 1024306, 1023720, 872137, 866211, 844179, 1022254, 1051516, 995242, 1037863, 951412, 914190, 985999, 1102949, 5978656, 901062, 1029743, 1004906, 1119051, 1115576, 874149, 908318, 5978648, 6034857, 845208, 8090537, 1005274, 1105488, 870515, 1096036, 999858]"
853,"[916122, 5978656, 981760, 824005, 985999, 961554, 1058997, 970030, 951412, 5978648, 1126899, 13842090, 12171656, 903325, 1127831, 909714, 1119051, 13842214, 6602729, 944836, 1005186, 1043787, 825541, 1082990, 6602697, 866211, 970202, 821083, 870515, 862010, 1080853, 970119, 828935, 897954, 908318, 1022097, 1046262, 1026118, 1028816, 1137688]"
1174,"[981760, 923746, 1133018, 1005186, 1106523, 1068719, 995242, 859075, 986912, 1044078, 987562, 1096036, 1029743, 951590, 844165, 5592931, 1043590, 904360, 1081177, 6533765, 1070015, 1039156, 1062966, 1004906, 1038217, 844179, 9526410, 871756, 909894, 845208, 1037863, 1065593, 962229, 833025, 1127831, 866211, 847982, 1033615, 878996, 879755]"
2204,"[981760, 995242, 1029743, 904360, 859075, 1044078, 5592931, 1133018, 1081177, 1096036, 1004906, 1106523, 833025, 844179, 1043590, 1068719, 854852, 987562, 845208, 844165, 1062966, 923746, 979707, 893018, 6533765, 916122, 918368, 1026118, 987724, 951590, 1037863, 1136257, 918335, 1065593, 1069621, 1002558, 9527290, 1038217, 871756, 899624]"
1084,"[981760, 951590, 866211, 878996, 1122358, 1029743, 1127831, 995242, 5978656, 879755, 1106523, 909894, 1095040, 986912, 1039156, 908531, 1004906, 904360, 1024731, 923746, 1133018, 844165, 821083, 843744, 1037863, 1025628, 1085604, 1138189, 962229, 1076056, 983584, 856827, 1125199, 827570, 1048462, 885290, 961554, 844179, 908504, 8090537]"
548,"[1081177, 904360, 854852, 6034857, 1029743, 995242, 981760, 1136257, 962568, 859075, 961554, 1044078, 1026118, 1137688, 824005, 844179, 995965, 903325, 1004906, 833025, 845208, 916122, 1037863, 979707, 970202, 1110142, 987724, 870515, 918368, 976199, 970119, 1127831, 862349, 1133018, 1034686, 874972, 1028816, 908531, 824073, 1068719]"
1260,"[903325, 1127831, 951412, 1023720, 854852, 901062, 879528, 7024990, 1137688, 1022254, 979707, 1042697, 1051516, 1102949, 866211, 878996, 1127179, 1028816, 1058997, 933637, 5578547, 999104, 870515, 891141, 901666, 981760, 5978648, 962568, 1026118, 1098248, 1057102, 904360, 922127, 872137, 961554, 869177, 909714, 6552253, 925425, 852856]"
309,"[8090521, 995242, 1029743, 8090537, 885290, 940947, 8090536, 12301405, 1130763, 1062002, 971922, 1092026, 908531, 5569230, 890695, 5568378, 1137346, 856772, 981760, 962229, 1040807, 1041796, 930917, 13506200, 5568729, 1127831, 979707, 957736, 1082212, 883932, 993466, 999104, 1058997, 1126899, 831063, 844179, 5978656, 5569327, 965766, 896085]"
1997,"[1058997, 961554, 981760, 916122, 1126899, 6034857, 979707, 1127831, 903325, 5978656, 904360, 854852, 862349, 970119, 951412, 962568, 865178, 824005, 1081177, 1119051, 870515, 1022254, 878996, 916993, 5978648, 976199, 1070820, 866211, 1026118, 1137688, 825541, 1116821, 1000237, 5569471, 970030, 821083, 1027569, 1005186, 908531, 995965]"
287,"[1029743, 1106523, 1133018, 995242, 981760, 5592931, 1053690, 1096036, 844165, 1065593, 1044078, 1068719, 951590, 1033615, 859075, 1081177, 1062966, 1092026, 833025, 904360, 1070015, 5569230, 893018, 1043590, 6533765, 923746, 985119, 1038663, 1038217, 1004906, 987562, 9527290, 8090537, 999779, 916381, 844179, 1051323, 5568378, 883963, 8090521]"
2449,"[901062, 9526410, 879528, 1102949, 854852, 10121965, 965766, 1116821, 981760, 961554, 951590, 979707, 970030, 903325, 1136257, 865178, 1106523, 1058997, 1055425, 1133018, 913785, 824005, 870515, 872137, 866211, 916122, 904360, 995242, 1127831, 1126899, 1043301, 868548, 933835, 1046262, 5569230, 885023, 1077490, 913894, 12263788, 878996]"
468,"[5592931, 981760, 1106523, 1096036, 1134522, 1133018, 1033615, 856772, 1065593, 1044078, 893018, 923746, 1062966, 5978656, 883963, 1029743, 8205218, 1068719, 1026346, 985119, 952317, 1043590, 1127624, 1042438, 833025, 928049, 844179, 1038217, 5978648, 1118533, 8119303, 925626, 1004906, 5569327, 858302, 1095700, 1003188, 1122358, 904360, 9420312]"
654,"[995242, 1005186, 1029743, 1065593, 1077555, 859075, 981760, 909894, 951590, 908531, 847982, 860975, 1110843, 5978656, 1056509, 1096036, 1039156, 986912, 1038217, 913785, 904360, 833025, 1006184, 5569230, 1091365, 1023958, 1127831, 916122, 9526410, 913210, 1004906, 1044078, 844179, 961554, 862349, 933835, 944139, 1092026, 1058779, 5568378]"
731,"[995242, 908531, 1029743, 981760, 5978656, 1127831, 1005186, 986912, 862349, 961554, 909894, 866211, 1085604, 962229, 1107553, 904360, 1058997, 859075, 923746, 878996, 1070820, 1126899, 1110843, 847982, 5569230, 1110572, 860975, 5978648, 863802, 1091365, 1053690, 879755, 1073150, 916122, 1006184, 983584, 861445, 1065593, 951590, 1024306]"
2129,"[859075, 904360, 1029743, 930917, 893018, 961554, 1096036, 866211, 990797, 1045220, 5569845, 1038217, 1004906, 981760, 1081177, 12810393, 1127624, 5569230, 995242, 822407, 897125, 925626, 1127831, 987562, 916122, 892008, 1136257, 1002558, 844179, 9526411, 859010, 1108168, 839419, 1106301, 5978648, 1068719, 1044078, 1024306, 1050851, 5568378]"
2117,"[1133018, 1106523, 981760, 909894, 5978656, 1023958, 860975, 847982, 908531, 878996, 1127831, 986912, 5978648, 1023720, 1096036, 993638, 923746, 904360, 866211, 1039156, 1038217, 1065593, 890610, 12810393, 845208, 1044078, 1006184, 961554, 1070015, 1058779, 877447, 933637, 1062966, 939636, 905539, 1004906, 1026118, 1024306, 854852, 944534]"
1570,"[995242, 1029743, 981760, 904360, 908531, 854852, 1127831, 1081177, 859075, 1044078, 961554, 923746, 1024306, 844179, 962568, 878996, 916122, 833025, 979707, 986912, 903325, 862349, 5978656, 1053690, 893501, 866211, 1096036, 951590, 909894, 976199, 1105488, 6034857, 1133018, 1136257, 5569230, 901062, 1005186, 1058997, 844165, 1070820]"
1243,"[995242, 1029743, 981760, 1053690, 5569230, 1127831, 1070820, 5569471, 951590, 862349, 986912, 1058997, 904360, 1005186, 1126899, 844165, 893501, 5569374, 1106523, 1065593, 940947, 878996, 1044078, 1039156, 854852, 868764, 1081177, 962229, 844179, 923746, 908531, 883932, 1082212, 916122, 1133018, 1027569, 1024306, 910032, 1077555, 1091365]"
1795,"[961554, 1071342, 845208, 923746, 1024306, 8090521, 5978656, 1135460, 1053690, 878996, 890610, 990688, 5569845, 1109374, 6533765, 5978648, 1076056, 897953, 1018670, 879755, 1070820, 1127831, 8119157, 1085604, 846334, 937626, 1125943, 1023720, 931671, 981760, 909714, 822407, 862349, 882941, 922651, 1026209, 930917, 1007082, 878290, 1037863]"
882,"[1106523, 1133018, 1029743, 1053690, 995242, 951590, 859075, 5569230, 981760, 1044078, 908531, 833025, 1092026, 9526410, 1056509, 904360, 962229, 899624, 1085604, 1081177, 923746, 1132771, 1077555, 1101010, 893501, 1068719, 933835, 1040807, 844165, 987562, 5568378, 822407, 854852, 916381, 1136257, 1062966, 1127831, 962568, 5978656, 1043751]"
526,"[1029743, 995242, 1092026, 1053690, 981760, 859075, 5568378, 5569230, 951590, 1044078, 8090521, 1065593, 916122, 1006184, 962229, 1127831, 904360, 961554, 844179, 844165, 847982, 834117, 1085604, 1081177, 9527290, 866211, 5569327, 987562, 1004906, 9526410, 916381, 933835, 1136257, 833025, 1101173, 913210, 893501, 908531, 1040807, 8090537]"
1245,"[995242, 1029743, 1026118, 981760, 986912, 1037863, 1044078, 1133018, 904360, 1053690, 993638, 1106523, 845208, 923746, 1004906, 1127831, 951590, 878996, 854852, 1028816, 866211, 934639, 1081177, 969866, 1022254, 863447, 916122, 916381, 965267, 909894, 1023720, 844165, 860975, 1068719, 6533765, 962568, 1051516, 871611, 896613, 1062966]"
1081,"[844179, 874972, 854852, 1044078, 1133018, 899624, 833025, 916122, 1070702, 981760, 1000753, 5569230, 1106523, 883932, 1004906, 951590, 1049788, 995242, 1068719, 880150, 12810393, 845208, 5978648, 828106, 979707, 1046545, 1081177, 835098, 1077490, 863447, 904360, 1029743, 825541, 999858, 1056509, 848029, 859075, 1132771, 946995, 1022254]"
1430,"[5569471, 1042438, 1101010, 930917, 1068719, 1038217, 1018740, 1051211, 908318, 819978, 1058997, 977545, 933835, 883932, 892008, 1043751, 1106301, 823704, 995242, 1105623, 1027569, 1045220, 1081177, 1124507, 866211, 5585510, 921504, 885863, 995965, 1040807, 970202, 940947, 847344, 859075, 819255, 1039156, 882288, 1138443, 859010, 5569230]"
68,"[1005186, 859075, 981760, 5978656, 951590, 995242, 9526410, 1044078, 847982, 844179, 5569230, 1038217, 1085604, 1127831, 845208, 1068719, 1029743, 1037894, 5569845, 904360, 8090537, 908531, 1077555, 1065593, 879755, 1096036, 1004906, 1110572, 8090521, 944139, 910032, 1133018, 866211, 5592931, 5978648, 987562, 1006184, 961554, 1081177, 12810393]"
1947,"[914190, 9527494, 832678, 856772, 1127831, 1134522, 971922, 1042438, 9526411, 1058997, 957736, 933835, 995965, 8090532, 845307, 1138443, 1087102, 1126899, 9527160, 5568378, 5569327, 908318, 1040807, 9526410, 981760, 874972, 951590, 845193, 972665, 903325, 898068, 5978656, 858302, 979707, 901776, 890695, 1006184, 883003, 1132771, 844179]"
1633,"[933835, 9526410, 914190, 1081177, 844179, 995965, 845208, 6034857, 859075, 1006184, 1087102, 1138443, 995242, 1005186, 951590, 908318, 854852, 948670, 1110843, 1040807, 5978656, 981521, 990797, 1063207, 5978648, 901062, 962229, 12810393, 909268, 854405, 883003, 961554, 845307, 1135834, 871061, 5585510, 1068719, 9245106, 1042438, 970119]"
846,"[1029743, 995242, 5569230, 8090521, 951590, 1133018, 1106523, 8090537, 1053690, 981760, 1065593, 1092026, 916122, 1004906, 1044078, 908531, 5569845, 962229, 904360, 844165, 844179, 1075368, 5568378, 1127831, 8090509, 12810393, 833025, 1081177, 9527290, 5978656, 1085604, 965766, 916381, 910032, 913785, 866211, 944139, 834117, 909894, 930917]"
1546,"[859075, 1096036, 1133018, 1044078, 987562, 833025, 844165, 981760, 1062966, 1106523, 995242, 5592931, 1038217, 1092026, 893018, 908531, 1068719, 1029743, 918368, 923746, 8205218, 1004906, 965766, 1065593, 951590, 904360, 913785, 1061220, 987724, 844179, 1029624, 6533765, 873203, 822407, 1053690, 899624, 1139827, 871756, 870547, 1081177]"
2498,"[1053690, 5569230, 862349, 1070820, 1081177, 859075, 916381, 965766, 1136257, 979707, 916122, 961554, 962229, 1005186, 1058997, 981760, 904360, 5569471, 5568729, 1126899, 5568378, 893501, 1065593, 913785, 995242, 9526410, 878996, 9527290, 990797, 854852, 1029743, 1043301, 824005, 960732, 1101173, 1092026, 1004906, 908318, 1077490, 987724]"
517,"[1058997, 916122, 979707, 1127831, 1126899, 961554, 854852, 901062, 981760, 1119051, 6034857, 904360, 1026118, 903325, 951412, 1081177, 962568, 1136257, 987724, 833025, 844179, 1028816, 909714, 1137688, 987562, 824005, 1051516, 5978656, 985999, 999858, 5978648, 878996, 1023720, 872137, 825541, 1096317, 970030, 12810393, 918368, 1004906]"
957,"[844165, 1133018, 981760, 1005186, 8090537, 1106523, 1068719, 6533765, 1039156, 1065593, 923746, 844179, 5592931, 986912, 879755, 1043590, 995242, 10204488, 1044078, 951590, 832678, 1096036, 1004906, 976199, 14019790, 1037863, 995965, 1022254, 979707, 1070015, 1057260, 871756, 845208, 1033615, 5978656, 999270, 895166, 863447, 985119, 944534]"
1132,"[951590, 1106523, 1133018, 1044078, 981760, 965766, 1004906, 930917, 892008, 844179, 1101173, 904360, 5568378, 987562, 822407, 1096036, 871756, 913785, 844165, 1045220, 1029743, 859075, 1033615, 832678, 995242, 845208, 1068719, 916122, 1062966, 923746, 1005186, 866211, 1043590, 5592931, 1070015, 909894, 1038217, 1065593, 985119, 1092026]"
360,"[1005186, 986912, 1110843, 1070820, 995242, 1065593, 1106523, 981760, 1029743, 1091365, 1085604, 1127831, 862349, 1007136, 863802, 879755, 1107553, 896369, 1073150, 1133018, 878996, 1102949, 866211, 1138189, 844165, 1037894, 1058997, 906262, 5568378, 961979, 1016800, 967395, 1110572, 1063207, 1044078, 879528, 951590, 861445, 913210, 885290]"
1804,"[5569230, 1127831, 1024306, 910032, 981760, 878996, 5978656, 866211, 5978648, 961554, 1105488, 995242, 1096036, 923746, 890610, 1029743, 1004906, 962568, 1023720, 1133018, 913785, 9526410, 1068719, 896369, 1005186, 854852, 1042438, 5569471, 1058997, 1003188, 903325, 993638, 5569374, 1027569, 1022254, 999270, 1056509, 9571047, 933637, 1127179]"
804,"[1044078, 981760, 1133018, 908531, 844165, 1053690, 1096036, 1065593, 1092026, 1106523, 1038217, 5592931, 1029743, 995242, 1062966, 844179, 952317, 859075, 904360, 856772, 5568378, 1029624, 5569230, 5569327, 1043590, 8090521, 1085604, 8090537, 1004906, 943233, 916122, 1134522, 951590, 928049, 870547, 1081177, 833025, 1068719, 822407, 923746]"
1659,"[981760, 961554, 904360, 995242, 962568, 1133018, 908531, 854852, 903325, 6034857, 1029743, 1004906, 1051516, 1028816, 1038217, 909894, 1127831, 878996, 866211, 1026118, 1096036, 916122, 1023958, 951412, 833025, 1119051, 844179, 1044078, 1024306, 1023720, 987562, 976199, 1106523, 1137688, 1116821, 862349, 1081177, 824005, 834117, 1065593]"
1817,"[995242, 1029743, 981760, 885290, 904360, 1068719, 951590, 844179, 1081177, 866211, 1005274, 1039156, 1044078, 1037863, 1127831, 883932, 854852, 923746, 844165, 916122, 979707, 986912, 971922, 1132771, 821083, 1081189, 1082212, 1062002, 1022254, 5592931, 1004906, 944534, 1096036, 872137, 1040807, 1057260, 940947, 878996, 1138443, 1115576]"
454,"[962229, 909894, 981760, 845208, 1004906, 904360, 1044078, 1029743, 899624, 916122, 1081177, 995242, 1053690, 5569230, 859075, 987562, 5585510, 854852, 844179, 1051323, 1023958, 908531, 860975, 5978656, 1096036, 947798, 1122358, 1108168, 1038663, 983584, 1058779, 6034857, 923746, 12810393, 1043590, 999858, 965267, 1026118, 1133018, 1038217]"
945,"[995242, 1029743, 981760, 904360, 951590, 1081177, 854852, 1127831, 1101010, 1044078, 1040807, 961554, 916122, 866211, 908531, 844179, 1024306, 910032, 1132771, 933835, 986912, 923746, 883932, 878996, 971922, 962568, 1004906, 5569230, 819978, 1043751, 1018740, 909894, 847982, 12810393, 862349, 859075, 1096036, 885290, 5978656, 845307]"
101,"[1133018, 5569230, 908531, 5569845, 12810393, 8090537, 1044078, 859075, 1106523, 916122, 909894, 1004906, 981760, 8090521, 951590, 1077555, 904360, 844179, 913785, 6533765, 1096036, 910032, 987562, 898068, 1081177, 1038217, 5568378, 890610, 5978656, 962229, 1005186, 1053690, 1062966, 944139, 1065593, 1043590, 6534480, 8090509, 1127831, 870547]"
1602,"[1028816, 1127831, 901062, 854852, 1137688, 1029743, 903325, 1119051, 862349, 1026118, 970030, 995242, 951412, 1023720, 1127179, 878996, 904360, 962568, 866211, 1058997, 1070820, 961554, 1024306, 1117514, 909714, 1051516, 932179, 981760, 1009046, 5978656, 1119405, 1022254, 1055504, 895268, 944836, 6391381, 848071, 824005, 930118, 1018050]"
1567,"[1127831, 878996, 1133018, 1023720, 1106523, 933637, 866211, 1026118, 854852, 1028816, 1024306, 1037863, 981760, 845208, 1127179, 903325, 8090537, 961554, 5978656, 1081177, 930118, 962568, 1051516, 986912, 1022254, 965267, 5978648, 8090521, 1062002, 923746, 904360, 1055504, 1102949, 901062, 1137688, 1105488, 1098248, 857006, 1004906, 1042697]"
1510,"[962229, 1053690, 951590, 9526410, 1022053, 901062, 9527290, 1106523, 868764, 1039156, 1005186, 986912, 1133018, 878996, 1092026, 979707, 5569230, 1127831, 1065593, 1101010, 883932, 1024306, 5978656, 1102959, 967395, 910032, 893501, 1051211, 914190, 1077555, 922127, 1102949, 844165, 1107553, 1023720, 1037863, 854852, 1085604, 1137775, 844818]"
442,"[1005186, 986912, 1058997, 1085604, 1110843, 1127831, 908531, 879755, 961554, 5978656, 981760, 1126899, 878996, 916122, 1091365, 866211, 901062, 995242, 1029743, 1107553, 859075, 904360, 1110572, 962568, 862349, 1063207, 861445, 844179, 1024306, 1044078, 863802, 1136257, 847982, 854852, 1007136, 6034857, 5978648, 1006184, 1037894, 1081177]"
67,"[908531, 1133018, 5569230, 1029743, 1127831, 1024306, 961554, 5568378, 904360, 1070820, 981760, 866211, 990797, 878996, 962568, 862349, 965766, 933835, 833025, 909894, 951590, 914190, 995242, 1106523, 1105488, 9526410, 859075, 5978656, 5978648, 1068719, 940947, 971922, 5569471, 832678, 1134522, 903325, 1004906, 952317, 1042438, 1096036]"
950,"[1106523, 1133018, 981760, 951590, 844165, 1044078, 923746, 904360, 1029743, 1004906, 833025, 1096036, 1068719, 859075, 1070015, 844179, 995242, 1033615, 899624, 871756, 845208, 5568378, 5592931, 985119, 1043590, 1081177, 1038217, 965766, 1122358, 1065593, 909894, 6533765, 933835, 1101173, 1037863, 893018, 962229, 5585510, 870547, 866211]"
